chat_id,run,llm_score
841,2,72.9
842,2,73.4
843,2,60.0
844,2,65.8
845,2,67.8
846,2,88.2
847,2,71.4
848,2,58.5
849,2,67.6
850,2,57.2
851,2,59.1
852,2,68.5
853,2,69.7
854,2,72.0
855,2,72.5
856,2,58.6
857,2,67.1
858,2,66.3
859,2,70.9
860,2,55.3
861,2,69.1
862,2,74.7
863,2,63.6
864,2,70.3
865,2,65.6
866,2,75.4
867,2,78.2
868,2,73.3
869,2,70.4
870,2,75.9
871,2,73.7
872,2,63.5
873,2,70.8
874,2,70.4
875,2,61.7
876,2,55.4
877,2,65.7
878,2,73.1
879,2,56.2
880,2,69.6
881,2,73.1
882,2,69.4
883,2,79.4
884,2,82.2
885,2,64.8
886,2,64.6
887,2,76.8
888,2,78.8
889,2,71.6
890,2,81.0
891,2,71.9
892,2,71.4
893,2,66.6
894,2,75.4
895,2,69.8
896,2,78.5
897,2,72.7
898,2,75.3
899,2,69.9
900,2,79.8
901,2,72.3
902,2,73.4
903,2,71.6
904,2,72.2
905,2,72.6
906,2,65.7
907,2,69.7
908,2,78.4
909,2,68.1
910,2,71.9
911,2,82.5
912,2,81.3
913,2,68.2
914,2,67.1
915,2,74.4
916,2,66.3
917,2,59.9
918,2,67.7
919,2,79.2
920,2,69.5
921,2,57.8
922,2,70.2
923,2,73.2
924,2,60.5
925,2,76.3
926,2,71.4
927,2,74.9
928,2,67.0
929,2,63.7
930,2,69.1
931,2,57.6
932,2,74.1
933,2,65.4
934,2,80.4
935,2,71.2
936,2,64.3
937,2,67.0
938,2,70.3
939,2,80.0
940,2,76.2
941,2,73.5
942,2,78.4
943,2,64.1
944,2,62.5
945,2,84.8
946,2,76.9
947,2,67.1
948,2,64.0
949,2,60.5
950,2,78.9
951,2,72.6
952,2,59.1
953,2,59.8
954,2,58.7
955,2,70.5
956,2,71.3
957,2,76.5
958,2,73.7
959,2,85.4
960,2,59.6
961,2,80.1
962,2,72.7
963,2,58.1
964,2,71.7
965,2,71.1
966,2,70.0
967,2,83.2
968,2,57.8
969,2,65.5
970,2,73.7
971,2,77.0
972,2,79.4
973,2,68.5
974,2,63.1
975,2,67.8
976,2,64.6
977,2,71.3
978,2,66.9
979,2,75.0
980,2,81.1
981,2,70.4
982,2,69.7
983,2,76.9
984,2,70.0
985,2,74.4
986,2,83.2
987,2,70.5
988,2,72.7
989,2,65.5
990,2,81.2
991,2,75.1
992,2,78.9
993,2,68.1
994,2,74.2
995,2,62.2
996,2,71.5
997,2,75.0
998,2,70.0
999,2,65.7
1000,2,74.5
1001,2,92.1
1002,2,75.4
1003,2,70.8
1004,2,69.3
1005,2,77.8
1006,2,85.1
1007,2,80.0
1008,2,73.2
1009,2,68.4
1010,2,65.6
1011,2,77.2
1012,2,68.5
1013,2,50.2
1014,2,63.7
1015,2,71.6
1016,2,78.2
1017,2,68.3
1018,2,79.0
1019,2,58.9
1020,2,61.9
1021,2,61.3
1022,2,63.7
1023,2,63.9
1024,2,72.3
1025,2,75.4
1026,2,68.1
1027,2,71.5
1028,2,62.9
1029,2,58.5
1030,2,69.7
1031,2,54.0
1032,2,75.7
1033,2,78.8
1034,2,66.9
1035,2,86.9
1036,2,66.9
1037,2,82.9
1038,2,66.8
1039,2,60.4
1040,2,76.8
1041,2,70.6
1042,2,80.7
1043,2,63.9
1044,2,66.8
1045,2,77.6
1046,2,78.2
1047,2,78.9
1048,2,69.8
1049,2,56.6
1050,2,67.9
1051,2,58.5
1052,2,62.0
1053,2,78.4
1054,2,60.7
1055,2,64.7
1056,2,72.7
1057,2,69.0
1058,2,75.0
1059,2,68.6
1060,2,66.1
1061,2,77.1
1062,2,74.3
1063,2,73.1
1064,2,61.8
1065,2,66.5
1066,2,83.9
1067,2,72.6
1068,2,65.5
1069,2,60.4
1070,2,69.7
1071,2,70.9
1072,2,73.1
1073,2,68.5
1074,2,77.4
1075,2,58.9
1076,2,67.3
1077,2,65.0
1078,2,80.6
1079,2,73.3
1080,2,72.8
1081,2,67.0
1082,2,73.6
1083,2,75.7
1084,2,68.2
1085,2,61.0
1086,2,69.1
1087,2,74.9
1088,2,74.0
1089,2,69.8
1090,2,71.3
1091,2,72.5
1092,2,69.7
1093,2,80.4
1094,2,76.4
1095,2,69.6
1096,2,66.8
1097,2,82.5
1098,2,65.1
1099,2,76.6
1100,2,66.5
1101,2,68.0
1102,2,68.8
1103,2,54.9
1104,2,77.2
1105,2,72.8
1106,2,64.6
1107,2,65.5
1108,2,71.0
1109,2,88.3
1110,2,74.6
1111,2,70.0
1112,2,85.4
1113,2,82.0
1114,2,71.7
1115,2,71.1
1116,2,66.7
1117,2,80.5
1118,2,70.1
1119,2,62.7
1120,2,67.1
1121,2,61.0
1122,2,62.8
1123,2,69.8
1124,2,60.6
1125,2,73.2
1126,2,73.7
1127,2,67.0
1128,2,78.2
1129,2,80.0
1130,2,68.9
1131,2,55.4
1132,2,58.1
1133,2,74.8
1134,2,72.4
1135,2,70.9
1136,2,83.7
1137,2,73.2
1138,2,85.3
1139,2,80.2
1140,2,65.2
1141,2,67.7
1142,2,73.7
1143,2,65.7
1144,2,69.5
1145,2,68.7
1146,2,69.7
1147,2,75.2
1148,2,74.8
1149,2,89.7
1150,2,68.1
1151,2,70.8
1152,2,78.4
1153,2,72.5
1154,2,72.6
1155,2,81.6
1156,2,64.5
1157,2,74.1
1158,2,65.5
1159,2,75.1
1160,2,62.1
1161,2,94.0
1162,2,70.3
1163,2,76.0
1164,2,58.8
1165,2,69.2
1166,2,56.9
1167,2,87.7
1168,2,70.4
1169,2,72.4
1170,2,65.2
1171,2,67.2
1172,2,78.0
1173,2,70.9
1174,2,74.0
1175,2,67.5
1176,2,71.1
1177,2,70.6
1178,2,73.8
1179,2,73.7
1180,2,76.4
1181,2,67.2
1182,2,76.3
1183,2,78.6
1184,2,75.4
1185,2,77.1
1186,2,75.9
1187,2,83.7
1188,2,83.5
1189,2,70.4
1190,2,56.5
1191,2,71.6
1192,2,69.0
1193,2,69.9
1194,2,79.8
1195,2,60.9
1196,2,65.3
1197,2,72.5
1198,2,72.7
1199,2,59.8
1200,2,60.0
1201,2,79.7
1202,2,67.7
1203,2,67.9
1204,2,60.8
1205,2,63.7
1206,2,74.2
1207,2,83.8
1208,2,60.8
1209,2,72.8
1210,2,71.5
1211,2,59.5
1212,2,64.8
1213,2,63.1
1214,2,78.1
1215,2,80.3
1216,2,76.6
1217,2,63.6
1218,2,63.4
1219,2,61.2
1220,2,57.0
1221,2,73.6
1222,2,78.8
1223,2,68.9
1224,2,74.4
1225,2,71.8
1226,2,63.8
1227,2,80.4
1228,2,82.4
1229,2,61.9
1230,2,79.3
1231,2,80.6
1232,2,72.7
1233,2,64.0
1234,2,65.8
1235,2,81.2
1236,2,63.1
1237,2,63.8
1238,2,57.9
1239,2,78.5
1240,2,55.9
1241,2,73.7
1242,2,59.6
1243,2,62.7
1244,2,72.6
1245,2,71.3
1246,2,70.5
1247,2,74.9
1248,2,66.9
1249,2,72.9
1250,2,75.5
1251,2,67.5
1252,2,89.2
1253,2,51.1
1254,2,69.1
1255,2,76.2
1256,2,65.3
1257,2,56.0
1258,2,56.5
1259,2,65.4
1260,2,79.0
1261,2,61.3
1262,2,69.2
1263,2,67.7
1264,2,64.8
1265,2,70.1
1266,2,75.9
1267,2,73.3
1268,2,86.6
1269,2,65.1
1270,2,59.3
1271,2,82.1
1272,2,86.2
1273,2,67.5
1274,2,72.4
1275,2,67.2
1276,2,68.8
1277,2,78.4
1278,2,62.7
1279,2,84.6
1280,2,68.2
1281,2,79.8
1282,2,78.2
1283,2,74.4
1284,2,68.7
1285,2,63.0
1286,2,67.7
1287,2,80.1
1288,2,63.4
1289,2,61.1
1290,2,81.5
1291,2,66.0
1292,2,77.7
1293,2,65.6
1294,2,74.1
1295,2,71.3
1296,2,67.6
1297,2,73.8
1298,2,76.8
1299,2,74.4
1300,2,80.3
1301,2,70.0
1302,2,69.8
1303,2,67.1
1304,2,63.2
1305,2,76.0
1306,2,62.0
1307,2,75.4
1308,2,84.1
1309,2,65.8
1310,2,75.4
1311,2,65.0
1312,2,67.5
1313,2,69.4
1314,2,66.7
1315,2,79.6
1316,2,65.9
1317,2,78.1
1318,2,63.2
1319,2,70.1
1320,2,70.0
1321,2,82.1
1322,2,73.1
1323,2,64.2
1324,2,65.6
1325,2,63.8
1326,2,72.1
1327,2,69.4
1328,2,68.0
1329,2,79.1
1330,2,69.4
1331,2,75.0
1332,2,64.2
1333,2,61.0
1334,2,77.0
1335,2,81.5
1336,2,60.6
1337,2,76.6
1338,2,72.8
1339,2,79.0
1340,2,74.6
1341,2,77.5
1342,2,72.9
1343,2,76.0
1344,2,64.9
1345,2,76.7
1346,2,69.1
1347,2,71.1
1348,2,94.9
1349,2,70.7
1350,2,79.0
1351,2,61.5
1352,2,64.5
1353,2,67.2
1354,2,77.3
1355,2,74.3
1356,2,78.5
1357,2,71.2
1358,2,74.5
1359,2,73.2
1360,2,75.9
1361,2,74.2
1362,2,68.5
1363,2,90.0
1364,2,82.6
1365,2,73.2
1366,2,74.7
1367,2,60.1
1368,2,67.5
1369,2,75.3
1370,2,63.6
1371,2,80.5
1372,2,64.1
1373,2,58.0
1374,2,80.4
1375,2,67.4
1376,2,78.9
1377,2,85.6
1378,2,73.9
1379,2,65.4
1380,2,72.5
1381,2,52.9
1382,2,85.2
1383,2,72.9
1384,2,45.2
1385,2,65.3
1386,2,68.2
1387,2,68.5
1388,2,61.0
1389,2,71.2
1390,2,57.8
1391,2,61.3
1392,2,69.6
1393,2,72.4
1394,2,72.9
1395,2,75.6
1396,2,68.6
1397,2,75.4
1398,2,68.2
1399,2,66.7
1400,2,76.0
1401,2,78.7
1402,2,76.9
1403,2,73.6
1404,2,69.1
1405,2,76.9
1406,2,72.7
1407,2,80.1
1408,2,55.9
1409,2,68.8
1410,2,68.5
1411,2,55.6
1412,2,69.8
1413,2,70.2
1414,2,77.6
1415,2,88.4
1416,2,69.6
1417,2,78.3
1418,2,65.7
1419,2,70.8
1420,2,65.4
1421,2,65.7
1422,2,76.3
1423,2,80.7
1424,2,77.7
1425,2,63.9
1426,2,68.2
1427,2,60.9
1428,2,83.4
1429,2,81.1
1430,2,79.9
1431,2,58.8
1432,2,79.4
1433,2,68.2
1434,2,65.8
1435,2,69.8
1436,2,65.7
1437,2,81.2
1438,2,81.5
1439,2,84.3
1440,2,75.2
1441,2,70.2
1442,2,63.8
1443,2,73.2
1444,2,66.9
1445,2,63.4
1446,2,77.7
1447,2,76.3
1448,2,65.9
1449,2,87.3
1450,2,73.8
1451,2,63.7
1452,2,66.6
1453,2,84.4
1454,2,72.8
1455,2,80.7
1456,2,69.6
1457,2,68.4
1458,2,66.9
1459,2,77.0
1460,2,79.2
1461,2,87.3
1462,2,75.7
1463,2,78.9
1464,2,75.9
1465,2,72.8
1466,2,74.1
1467,2,75.2
1468,2,77.1
1469,2,53.8
1470,2,78.8
1471,2,85.9
1472,2,71.3
1473,2,72.9
1474,2,71.8
1475,2,76.4
1476,2,84.0
1477,2,65.1
1478,2,71.5
1479,2,62.2
1480,2,72.7
1481,2,74.3
1482,2,67.7
1483,2,79.3
1484,2,76.2
1485,2,76.1
1486,2,63.5
1487,2,64.1
1488,2,66.7
1489,2,72.4
1490,2,68.7
1491,2,73.6
1492,2,71.5
1493,2,59.9
1494,2,65.2
1495,2,73.5
1496,2,71.8
1497,2,67.2
1498,2,78.5
1499,2,80.8
1500,2,69.8
1501,2,68.5
1502,2,71.8
1503,2,62.6
1504,2,70.8
1505,2,73.2
1506,2,72.2
1507,2,61.6
1508,2,55.3
1509,2,71.4
1510,2,65.7
1511,2,79.3
1512,2,63.6
1513,2,51.6
1514,2,74.9
1515,2,74.8
1516,2,59.0
1517,2,74.7
1518,2,81.5
1519,2,61.0
1520,2,85.1
1521,2,82.6
1522,2,80.3
1523,2,72.1
1524,2,77.3
1525,2,73.3
1526,2,61.7
1527,2,78.3
1528,2,69.6
1529,2,72.2
1530,2,67.3
1531,2,65.6
1532,2,77.3
1533,2,66.1
1534,2,75.5
1535,2,66.7
1536,2,75.2
1537,2,69.7
1538,2,79.7
1539,2,56.8
1540,2,74.4
1541,2,70.3
1542,2,81.0
1543,2,63.1
1544,2,64.1
1545,2,75.0
1546,2,64.8
1547,2,58.1
1548,2,73.4
1549,2,73.9
1550,2,57.3
1551,2,73.5
1552,2,71.0
1553,2,61.9
1554,2,62.5
1555,2,76.7
1556,2,81.3
1557,2,80.7
1558,2,70.6
1559,2,73.8
1560,2,68.1
1561,2,78.1
1562,2,82.9
1563,2,75.7
1564,2,64.4
1565,2,80.3
1566,2,76.8
1567,2,80.3
1568,2,80.8
1569,2,53.0
1570,2,61.4
1571,2,72.2
1572,2,60.6
1573,2,66.9
1574,2,86.6
1575,2,74.3
1576,2,77.3
1577,2,75.0
1578,2,74.0
1579,2,69.0
1580,2,64.5
1581,2,67.0
1582,2,88.1
1583,2,66.9
1584,2,80.8
1585,2,83.6
1586,2,66.9
1587,2,71.7
1588,2,84.9
1589,2,64.4
1590,2,67.7
1591,2,78.1
1592,2,66.7
1593,2,66.0
1594,2,82.3
1595,2,66.9
1596,2,84.1
1597,2,74.8
1598,2,73.1
1599,2,73.1
1600,2,81.4
1601,2,77.6
1602,2,57.3
1603,2,74.9
1604,2,63.3
1605,2,77.7
1606,2,75.1
1607,2,52.5
1608,2,70.5
1609,2,80.9
1610,2,79.7
1611,2,68.4
1612,2,78.0
1613,2,64.7
1614,2,73.2
1615,2,68.3
1616,2,73.7
1617,2,72.8
1618,2,83.4
1619,2,63.9
1620,2,76.8
1621,2,79.7
1622,2,71.2
1623,2,68.1
1624,2,55.2
1625,2,59.3
1626,2,64.9
1627,2,86.9
1628,2,73.7
1629,2,73.1
1630,2,69.2
1631,2,63.9
1632,2,59.3
1633,2,63.0
1634,2,77.2
1635,2,65.7
1636,2,68.6
1637,2,73.9
1638,2,82.1
1639,2,75.4
1640,2,78.7
1641,2,68.0
1642,2,58.1
1643,2,72.7
1644,2,74.0
1645,2,76.2
1646,2,62.8
1647,2,73.1
1648,2,77.4
1649,2,75.3
1650,2,75.3
1651,2,72.2
1652,2,68.8
1653,2,82.7
1654,2,70.3
1655,2,88.7
1656,2,59.1
1657,2,59.4
1658,2,69.0
1659,2,75.3
1660,2,66.2
1661,2,59.7
1662,2,60.1
1663,2,74.3
1664,2,71.0
1665,2,76.5
1666,2,69.8
1667,2,64.7
1668,2,64.2
1669,2,61.2
1670,2,82.8
1671,2,67.4
1672,2,68.3
1673,2,74.5
1674,2,65.5
1675,2,55.7
1676,2,69.8
1677,2,63.4
1678,2,78.9
1679,2,63.2
1680,2,60.3
1681,2,81.7
1682,2,89.8
1683,2,63.2
1684,2,56.6
1685,2,61.9
1686,2,69.6
1687,2,67.6
1688,2,66.0
1689,2,87.6
1690,2,76.1
1691,2,66.3
1692,2,52.9
1693,2,60.1
1694,2,61.9
1695,2,78.1
1696,2,65.9
1697,2,70.3
1698,2,73.2
1699,2,66.4
1700,2,67.4
1701,2,67.1
1702,2,70.0
1703,2,77.6
1704,2,68.2
1705,2,75.1
1706,2,63.2
1707,2,73.1
1708,2,87.3
1709,2,66.3
1710,2,73.9
1711,2,68.0
1712,2,61.9
1713,2,69.7
1714,2,68.9
1715,2,63.1
1716,2,68.8
1717,2,65.5
1718,2,70.8
1719,2,73.6
1720,2,71.8
1721,2,76.5
1722,2,63.0
1723,2,60.0
1724,2,72.1
1725,2,68.0
1726,2,70.2
1727,2,79.4
1728,2,75.3
1729,2,73.7
1730,2,71.2
1731,2,74.1
1732,2,72.8
1733,2,70.7
1734,2,56.3
1735,2,72.7
1736,2,61.4
1737,2,66.9
1738,2,73.0
1739,2,62.2
1740,2,89.0
1741,2,80.2
1742,2,68.8
1743,2,86.6
1744,2,68.9
1745,2,66.1
1746,2,71.4
1747,2,80.3
1748,2,64.6
1749,2,62.7
1750,2,61.3
1751,2,60.6
1752,2,67.3
1753,2,64.1
1754,2,62.1
1755,2,84.5
1756,2,76.2
1757,2,75.7
1758,2,75.8
1759,2,73.2
1760,2,71.0
1761,2,68.7
1762,2,84.6
1763,2,77.8
1764,2,73.7
1765,2,64.0
1766,2,60.4
1767,2,68.0
1768,2,68.2
1769,2,78.4
1770,2,80.1
1771,2,76.8
1772,2,73.5
1773,2,73.6
1774,2,71.9
1775,2,57.6
1776,2,78.2
1777,2,73.0
1778,2,54.5
1779,2,61.0
1780,2,66.5
1781,2,70.7
1782,2,72.0
1783,2,74.7
1784,2,79.0
1785,2,75.8
1786,2,67.6
1787,2,70.3
1788,2,54.3
1789,2,71.2
1790,2,74.0
1791,2,56.5
1792,2,73.2
1793,2,68.8
1794,2,79.7
1795,2,69.4
1796,2,79.9
1797,2,75.4
1798,2,84.8
1799,2,78.9
1800,2,59.1
1801,2,67.1
1802,2,69.0
1803,2,77.8
1804,2,75.8
1805,2,61.1
1806,2,70.3
1807,2,71.9
1808,2,73.3
1809,2,68.5
1810,2,79.5
1811,2,58.9
1812,2,60.6
1813,2,68.2
1814,2,70.5
1815,2,73.3
1816,2,65.1
1817,2,77.9
1818,2,69.9
1819,2,67.4
1820,2,62.7
1821,2,74.7
1822,2,62.4
1823,2,66.0
1824,2,69.1
1825,2,72.2
1826,2,79.0
1827,2,78.8
1828,2,81.8
1829,2,70.1
1830,2,77.7
1831,2,76.3
1832,2,70.6
1833,2,77.7
1834,2,67.7
1835,2,80.2
1836,2,67.6
1837,2,53.9
1838,2,65.9
1839,2,78.6
1840,2,69.5
1841,2,73.6
1842,2,76.4
1843,2,76.2
1844,2,73.3
1845,2,78.0
1846,2,70.2
1847,2,67.3
1848,2,72.2
1849,2,74.8
1850,2,65.8
1851,2,65.7
1852,2,72.4
1853,2,68.1
1854,2,67.5
1855,2,79.1
1856,2,67.9
1857,2,62.5
1858,2,63.7
1859,2,75.3
1860,2,66.9
1861,2,69.4
1862,2,62.7
1863,2,74.5
1864,2,62.3
1865,2,81.4
1866,2,77.9
1867,2,70.1
1868,2,67.4
1869,2,68.5
1870,2,76.8
1871,2,68.1
1872,2,80.9
1873,2,72.8
1874,2,61.6
1875,2,58.8
1876,2,81.1
1877,2,78.5
1878,2,53.0
1879,2,66.0
1880,2,72.7
1881,2,72.8
1882,2,71.9
1883,2,62.5
1884,2,67.5
1885,2,78.8
1886,2,70.2
1887,2,79.8
1888,2,75.5
1889,2,59.5
1890,2,74.9
1891,2,77.3
1892,2,70.2
1893,2,69.3
1894,2,72.1
1895,2,73.8
1896,2,61.3
1897,2,69.7
1898,2,77.6
1899,2,76.8
1900,2,73.5
1901,2,83.3
1902,2,68.1
1903,2,73.3
1904,2,71.1
1905,2,61.6
1906,2,75.4
1907,2,56.6
1908,2,87.4
1909,2,63.8
1910,2,84.8
1911,2,57.1
1912,2,69.3
1913,2,78.2
1914,2,71.2
1915,2,60.8
1916,2,63.3
1917,2,77.9
1918,2,77.6
1919,2,85.4
1920,2,71.9
1921,2,75.5
1922,2,67.3
1923,2,70.2
1924,2,64.0
1925,2,77.4
1926,2,70.2
1927,2,71.0
1928,2,71.6
1929,2,70.5
1930,2,63.8
1931,2,76.3
1932,2,58.0
1933,2,64.9
1934,2,74.2
1935,2,75.5
1936,2,70.6
1937,2,59.9
1938,2,75.0
1939,2,64.3
1940,2,63.2
1941,2,70.5
1942,2,58.3
1943,2,60.0
1944,2,78.8
1945,2,64.1
1946,2,59.6
1947,2,60.6
1948,2,71.2
1949,2,78.6
1950,2,74.5
1951,2,69.6
1952,2,62.0
1953,2,81.7
1954,2,68.5
1955,2,83.9
1956,2,75.6
1957,2,77.9
1958,2,73.0
1959,2,83.9
1960,2,54.8
1961,2,73.3
1962,2,66.4
1963,2,78.7
1964,2,59.0
1965,2,54.3
1966,2,75.9
1967,2,66.9
1968,2,73.1
1969,2,62.8
1970,2,69.8
1971,2,74.2
1972,2,75.7
1973,2,77.3
1974,2,76.1
1975,2,56.5
1976,2,59.8
1977,2,60.2
1978,2,82.6
1979,2,71.3
1980,2,61.3
1981,2,77.1
1982,2,74.5
1983,2,74.4
1984,2,67.3
1985,2,75.8
1986,2,52.8
1987,2,74.2
1988,2,77.4
1989,2,69.7
1990,2,77.2
1991,2,68.0
1992,2,61.7
1993,2,58.4
1994,2,72.0
1995,2,68.7
1996,2,67.2
1997,2,72.3
1998,2,76.1
1999,2,71.7
2000,2,60.9
2001,2,70.7
2002,2,74.1
2003,2,75.5
2004,2,76.5
2005,2,74.1
2006,2,70.2
2007,2,77.5
2008,2,77.3
2009,2,81.4
2010,2,68.1
2011,2,69.6
2012,2,64.4
2013,2,69.0
2014,2,76.2
2015,2,76.3
2016,2,72.1
2017,2,82.9
2018,2,72.9
2019,2,74.8
2020,2,84.3
2021,2,78.7
2022,2,73.7
2023,2,74.8
2024,2,71.2
2025,2,76.2
2026,2,76.6
2027,2,69.4
2028,2,82.5
2029,2,66.8
2030,2,75.6
2031,2,74.3
2032,2,77.9
2033,2,80.4
2034,2,53.7
2035,2,68.6
2036,2,73.0
2037,2,69.1
2038,2,74.0
2039,2,68.6
2040,2,67.0
2041,2,82.6
2042,2,69.1
2043,2,80.3
2044,2,64.7
2045,2,64.5
2046,2,78.4
2047,2,69.2
2048,2,67.8
2049,2,67.1
2050,2,75.2
2051,2,78.2
2052,2,72.5
2053,2,79.3
2054,2,64.1
2055,2,72.6
2056,2,68.8
2057,2,77.7
2058,2,65.0
2059,2,71.1
2060,2,73.2
2061,2,63.7
2062,2,70.2
2063,2,74.8
2064,2,72.1
2065,2,76.5
2066,2,78.2
2067,2,87.4
2068,2,78.8
2069,2,61.3
2070,2,78.6
2071,2,69.5
2072,2,67.8
2073,2,72.1
2074,2,78.0
2075,2,74.2
2076,2,73.3
2077,2,67.1
2078,2,66.2
2079,2,70.9
2080,2,75.9
2081,2,64.3
2082,2,63.7
2083,2,78.5
2084,2,70.2
2085,2,76.0
2086,2,75.0
2087,2,78.2
2088,2,71.4
2089,2,75.4
2090,2,69.5
2091,2,69.7
2092,2,62.4
2093,2,69.3
2094,2,64.4
2095,2,79.3
2096,2,65.7
2097,2,68.6
2098,2,83.5
2099,2,85.3
2100,2,62.4
2101,2,76.0
2102,2,71.8
2103,2,81.2
2104,2,71.4
2105,2,69.8
2106,2,81.7
2107,2,74.9
2108,2,70.4
2109,2,75.4
2110,2,71.8
2111,2,73.6
2112,2,75.0
2113,2,75.4
2114,2,83.0
2115,2,65.5
2116,2,62.5
2117,2,67.1
2118,2,74.0
2119,2,71.0
2120,2,69.7
2121,2,76.8
2122,2,72.1
2123,2,73.4
2124,2,79.7
2125,2,77.9
2126,2,75.7
2127,2,74.0
2128,2,77.2
2129,2,69.0
2130,2,80.5
2131,2,74.9
2132,2,78.5
2133,2,58.7
2134,2,69.3
2135,2,77.2
2136,2,67.7
2137,2,76.1
2138,2,68.2
2139,2,75.6
2140,2,71.9
2141,2,77.5
2142,2,74.2
2143,2,63.4
2144,2,71.3
2145,2,76.5
2146,2,65.8
2147,2,76.1
2148,2,74.0
2149,2,68.8
2150,2,62.5
2151,2,76.4
2152,2,79.5
2153,2,68.7
2154,2,75.0
2155,2,69.5
2156,2,70.3
2157,2,64.9
2158,2,71.4
2159,2,59.4
2160,2,76.0
2161,2,71.6
2162,2,67.7
2163,2,68.1
2164,2,75.2
2165,2,79.7
2166,2,65.0
2167,2,64.3
2168,2,71.0
2169,2,78.5
2170,2,72.4
2171,2,60.5
2172,2,75.4
2173,2,65.6
2174,2,73.1
2175,2,74.0
2176,2,77.1
2177,2,80.2
2178,2,67.5
2179,2,61.2
2180,2,71.6
2181,2,66.8
2182,2,81.9
2183,2,65.4
2184,2,74.9
2185,2,54.2
2186,2,76.9
2187,2,69.7
2188,2,72.5
2189,2,77.9
2190,2,72.6
2191,2,71.1
2192,2,86.9
2193,2,70.3
2194,2,52.8
2195,2,72.1
2196,2,73.4
2197,2,63.3
2198,2,62.9
2199,2,77.9
2200,2,65.9
2201,2,78.8
2202,2,69.9
2203,2,67.7
2204,2,68.0
2205,2,76.4
2206,2,77.4
2207,2,57.3
2208,2,69.7
2209,2,52.0
2210,2,66.3
2211,2,69.1
2212,2,73.2
2213,2,85.6
2214,2,75.5
2215,2,71.8
2216,2,77.3
2217,2,67.3
2218,2,84.0
2219,2,65.7
2220,2,70.6
2221,2,66.7
2222,2,75.1
2223,2,78.3
2224,2,54.0
2225,2,74.1
2226,2,63.8
2227,2,67.7
2228,2,79.0
2229,2,72.8
2230,2,72.5
2231,2,74.2
2232,2,68.8
2233,2,72.9
2234,2,70.2
2235,2,63.2
2236,2,65.6
2237,2,69.2
2238,2,69.0
2239,2,67.7
2240,2,59.5
2241,2,83.6
2242,2,67.4
2243,2,70.0
2244,2,57.6
2245,2,66.2
2246,2,63.2
2247,2,62.9
2248,2,70.7
2249,2,74.8
2250,2,68.6
2251,2,64.9
2252,2,76.0
2253,2,77.9
2254,2,67.5
2255,2,67.1
2256,2,65.7
2257,2,64.8
2258,2,60.1
2259,2,62.3
2260,2,64.2
2261,2,82.0
2262,2,66.6
2263,2,71.0
2264,2,71.7
2265,2,64.4
2266,2,77.3
2267,2,63.7
2268,2,75.0
2269,2,71.2
2270,2,69.7
2271,2,76.4
2272,2,81.3
2273,2,75.2
2274,2,71.1
2275,2,79.2
2276,2,69.0
2277,2,65.4
2278,2,86.1
2279,2,87.3
2280,2,73.1
2281,2,53.8
2282,2,89.7
2283,2,65.0
2284,2,64.5
2285,2,80.7
2286,2,73.8
2287,2,72.4
2288,2,67.2
2289,2,85.8
2290,2,84.1
2291,2,69.1
2292,2,76.1
2293,2,69.1
2294,2,65.9
2295,2,79.7
2296,2,68.0
2297,2,70.3
2298,2,72.3
2299,2,80.9
2300,2,66.3
2301,2,65.0
2302,2,65.1
2303,2,68.4
2304,2,70.7
2305,2,69.4
2306,2,65.2
2307,2,73.3
2308,2,77.2
2309,2,62.2
2310,2,64.6
2311,2,77.1
2312,2,74.1
2313,2,76.2
2314,2,63.3
2315,2,74.2
2316,2,62.5
2317,2,72.0
2318,2,59.7
2319,2,60.6
2320,2,75.2
2321,2,59.8
2322,2,66.7
2323,2,61.6
2324,2,55.8
2325,2,64.1
2326,2,63.6
2327,2,67.3
2328,2,63.2
2329,2,68.8
2330,2,73.7
2331,2,74.1
2332,2,75.7
2333,2,78.0
2334,2,51.1
2335,2,51.4
2336,2,65.2
2337,2,76.1
2338,2,62.3
2339,2,73.2
2340,2,72.8
2341,2,80.3
2342,2,77.0
2343,2,71.5
2344,2,74.6
2345,2,69.2
2346,2,66.8
2347,2,72.3
2348,2,81.7
2349,2,65.3
2350,2,63.1
2351,2,62.3
2352,2,72.4
2353,2,66.3
2354,2,76.6
2355,2,78.1
2356,2,69.9
2357,2,79.2
2358,2,69.8
2359,2,84.7
2360,2,70.5
2361,2,50.6
2362,2,67.7
2363,2,68.3
2364,2,73.6
2365,2,67.7
2366,2,66.9
2367,2,66.4
2368,2,67.1
2369,2,79.0
2370,2,58.9
2371,2,62.8
2372,2,76.6
2373,2,59.7
2374,2,71.8
2375,2,55.5
2376,2,64.7
2377,2,64.4
2378,2,89.0
2379,2,70.7
2380,2,81.5
2381,2,74.1
2382,2,80.1
2383,2,76.1
2384,2,87.7
2385,2,66.3
2386,2,70.5
2387,2,65.0
2388,2,68.8
2389,2,64.4
2390,2,76.9
2391,2,76.5
2392,2,58.7
2393,2,82.9
2394,2,75.5
2395,2,57.1
2396,2,75.4
2397,2,62.2
2398,2,83.3
2399,2,73.7
2400,2,56.7
2401,2,73.1
2402,2,61.5
2403,2,66.6
2404,2,74.9
2405,2,69.5
2406,2,62.0
2407,2,70.9
2408,2,64.2
2409,2,79.1
2410,2,72.7
2411,2,67.4
